title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe,date
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Hammer Curl (Dumbbell),,,0,normal,20.41,12.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Hammer Curl (Dumbbell),,,1,normal,20.41,7.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Overhead Press (Barbell),,Btn press,0,normal,29.48,10.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Overhead Press (Barbell),,Btn press,1,normal,29.48,9.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Overhead Press (Barbell),,Btn press,2,normal,29.48,7.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Preacher Curl (Barbell),,Tbh I have no idea what weights were these so imma guess,0,normal,34.02,2.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Preacher Curl (Barbell),,Tbh I have no idea what weights were these so imma guess,1,normal,29.48,8.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Preacher Curl (Barbell),,Tbh I have no idea what weights were these so imma guess,2,normal,24.95,9.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Triceps Extension (Cable),,,0,normal,21.55,13.0,,,,2025-12-12
Afternoon workout 💪,"Dec 12, 2025, 6:14 PM","Dec 12, 2025, 6:37 PM",,Triceps Extension (Cable),,,1,normal,21.55,11.0,,,,2025-12-12
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Deadlift (Barbell),,???,0,normal,133.81,1.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Romanian Deadlift (Barbell),,,0,normal,83.91,7.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Hip Thrust (Machine),,,0,normal,40.82,9.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Hip Thrust (Machine),,,1,normal,40.82,8.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Standing Calf Raise (Machine),,,0,normal,149.69,13.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Standing Calf Raise (Machine),,,1,normal,149.69,10.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Lying Leg Curl (Machine),,,0,normal,63.5,14.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Lying Leg Curl (Machine),,,1,normal,63.5,10.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Lying Leg Curl (Machine),,,2,normal,63.5,8.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Leg Extension (Machine),,Not usual leg extension machine,0,normal,74.84,15.0,,,,2025-12-10
Evening workout 🏋️,"Dec 10, 2025, 8:41 PM","Dec 10, 2025, 9:09 PM",,Leg Extension (Machine),,Not usual leg extension machine,1,normal,74.84,13.0,,,,2025-12-10
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Pullover (Dumbbell),,,0,normal,15.88,11.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Pullover (Dumbbell),,,1,normal,15.88,9.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Incline Bench Press (Dumbbell),,,0,normal,29.48,11.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Incline Bench Press (Dumbbell),,,1,normal,29.48,9.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Pull Up,,,0,normal,92.98643585,11.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Pull Up,,,1,normal,92.98643585,7.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,kelso shrug,,I did it with a machine so idk about the comparison so I'll just go with this,0,normal,40.82,15.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,kelso shrug,,I did it with a machine so idk about the comparison so I'll just go with this,1,normal,40.82,12.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Lying Neck Curls (Weighted),,,0,normal,17.01,21.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Lying Neck Curls (Weighted),,,1,normal,17.01,16.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Lying Neck Extension (Weighted),,,0,normal,14.74,17.0,,,,2025-12-09
Evening workout 🏋️,"Dec 9, 2025, 9:04 PM","Dec 9, 2025, 9:51 PM",,Lying Neck Extension (Weighted),,,1,normal,14.74,15.0,,,,2025-12-09
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Hammer Curl (Dumbbell),,,0,normal,20.41,12.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Hammer Curl (Dumbbell),,,1,normal,20.41,8.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Hammer Curl (Dumbbell),,,2,normal,20.41,6.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Single Arm Triceps Pushdown (Cable),,,0,normal,10.89,11.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Single Arm Triceps Pushdown (Cable),,,1,normal,10.89,9.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Single Arm Triceps Pushdown (Cable),,,2,normal,10.89,7.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Overhead Press (Barbell),,,0,normal,29.48,9.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Overhead Press (Barbell),,,1,normal,29.48,7.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Overhead Press (Barbell),,,2,normal,29.48,7.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Preacher Curl (Barbell),,,0,normal,31.75,5.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Preacher Curl (Barbell),,,1,normal,27.22,9.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Preacher Curl (Barbell),,,2,normal,27.22,6.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Triceps Extension (Cable),,I did bent over version so not going to count it,0,normal,19.28,17.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Triceps Extension (Cable),,I did bent over version so not going to count it,1,normal,19.28,12.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Rear Delt Reverse Fly (Machine),,I did 2 sets of the cable version with one rest pause for each but also don't do it enough to bother tracking,0,normal,38.56,13.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Rear Delt Reverse Fly (Machine),,I did 2 sets of the cable version with one rest pause for each but also don't do it enough to bother tracking,1,normal,38.56,10.0,,,,2025-12-08
Evening workout 🏋️,"Dec 8, 2025, 6:31 PM","Dec 9, 2025, 9:04 PM",,Rear Delt Reverse Fly (Machine),,I did 2 sets of the cable version with one rest pause for each but also don't do it enough to bother tracking,2,normal,38.56,8.0,,,,2025-12-08
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,Chest Fly (Machine),,,0,normal,79.38,11.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,Chest Fly (Machine),,,1,normal,79.38,6.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,Pull Up,,,0,normal,92.98643585,11.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,Pull Up,,,1,normal,92.98643585,6.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,T Bar Row,,,0,normal,40.82,13.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,T Bar Row,,,1,normal,40.82,10.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,Incline Bench Press (Dumbbell),,,0,normal,27.22,13.0,,,,2025-12-05
Afternoon workout 💪,"Dec 5, 2025, 5:40 PM","Dec 5, 2025, 6:01 PM",,Incline Bench Press (Dumbbell),,,1,normal,27.22,11.0,,,,2025-12-05
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Overhead Press (Barbell),,One rep max is probably 125-130 for ohp after randomly testing. Btn obviously a lot lower,0,normal,27.22,9.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Overhead Press (Barbell),,One rep max is probably 125-130 for ohp after randomly testing. Btn obviously a lot lower,1,normal,27.22,8.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Single Arm Triceps Pushdown (Cable),,,0,normal,10.89,10.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Single Arm Triceps Pushdown (Cable),,,1,normal,10.89,7.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Single Arm Triceps Pushdown (Cable),,,2,normal,10.21,7.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Hammer Curl (Dumbbell),,,0,normal,20.41,12.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Hammer Curl (Dumbbell),,,1,normal,20.41,7.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Hammer Curl (Dumbbell),,,2,normal,20.41,6.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Rear Delt Reverse Fly (Machine),,I did cable rear delt flies not this,0,normal,38.56,13.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Rear Delt Reverse Fly (Machine),,I did cable rear delt flies not this,1,normal,38.56,10.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Rear Delt Reverse Fly (Machine),,I did cable rear delt flies not this,2,normal,38.56,8.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Preacher Curl (Barbell),,,0,normal,27.22,15.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Preacher Curl (Barbell),,,1,normal,27.22,7.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Preacher Curl (Barbell),,,2,normal,27.22,5.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Triceps Extension (Cable),,,0,normal,19.28,17.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Triceps Extension (Cable),,,1,normal,19.28,12.0,,,,2025-12-04
Afternoon workout 💪,"Dec 4, 2025, 3:13 PM","Dec 4, 2025, 3:58 PM",,Triceps Extension (Cable),,,2,normal,19.28,10.0,,,,2025-12-04
Leg day,"Dec 3, 2025, 7:18 AM","Dec 3, 2025, 7:53 AM",,Lying Leg Curl (Machine),,,0,normal,63.5,12.0,,,,2025-12-03
Leg day,"Dec 3, 2025, 7:18 AM","Dec 3, 2025, 7:53 AM",,Standing Calf Raise (Machine),,,0,normal,149.69,12.0,,,,2025-12-03
Leg day,"Dec 3, 2025, 7:18 AM","Dec 3, 2025, 7:53 AM",,Standing Calf Raise (Machine),,,1,normal,149.69,9.0,,,,2025-12-03
Leg day,"Dec 3, 2025, 7:18 AM","Dec 3, 2025, 7:53 AM",,Romanian Deadlift (Barbell),,I need to start using wrist wraps,0,normal,97.52,13.0,,,,2025-12-03
Leg day,"Dec 3, 2025, 7:18 AM","Dec 3, 2025, 7:53 AM",,Romanian Deadlift (Barbell),,I need to start using wrist wraps,1,normal,83.91,7.0,,,,2025-12-03
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pull Up (Assisted),,,0,normal,92.98643585,11.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pull Up (Assisted),,,1,normal,74.84643585,5.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pull Up (Assisted),,,2,normal,74.84643585,5.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pull Up (Assisted),,,3,normal,74.84643585,5.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Chest Fly (Machine),,,0,normal,79.38,11.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Chest Fly (Machine),,,1,normal,79.38,6.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Chest Fly (Machine),,,2,normal,72.57,6.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pullover (Dumbbell),,,0,normal,15.88,9.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pullover (Dumbbell),,,1,normal,15.88,9.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Pullover (Dumbbell),,,2,normal,15.88,8.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Incline Bench Press (Dumbbell),,,0,normal,27.22,12.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Incline Bench Press (Dumbbell),,,1,normal,27.22,7.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,Incline Bench Press (Dumbbell),,,2,normal,27.22,6.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,kelso shrug,,,0,normal,40.82,15.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,kelso shrug,,,1,normal,40.82,12.0,,,,2025-11-30
Late night workout 🌙,"Nov 30, 2025, 5:00 PM","Nov 30, 2025, 11:20 PM",No energy idk why,kelso shrug,,,2,normal,40.82,10.0,,,,2025-11-30
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Lying Leg Curl (Machine),,,0,normal,63.5,13.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Lying Leg Curl (Machine),,,1,normal,63.5,10.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Lying Leg Curl (Machine),,,2,normal,63.5,8.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Leg Extension (Machine),,,0,normal,45.36,18.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Leg Extension (Machine),,,1,normal,45.36,17.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Standing Calf Raise (Machine),,,0,normal,149.69,12.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Standing Calf Raise (Machine),,,1,normal,149.69,10.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Romanian Deadlift (Barbell),,,0,normal,97.52,13.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Romanian Deadlift (Barbell),,,1,normal,83.91,7.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Hip Thrust (Machine),,,0,normal,40.82,10.0,,,,2025-11-29
Leg day,"Nov 29, 2025, 8:19 PM","Nov 29, 2025, 8:58 PM",,Hip Thrust (Machine),,,1,normal,40.82,8.0,,,,2025-11-29
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Overhead Press (Barbell),,Btn press,0,normal,29.48,9.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Overhead Press (Barbell),,Btn press,1,normal,29.48,8.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Hammer Curl (Dumbbell),,,0,normal,20.41,12.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Hammer Curl (Dumbbell),,,1,normal,20.41,8.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Hammer Curl (Dumbbell),,,2,normal,20.41,6.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Single Arm Triceps Pushdown (Cable),,,0,normal,10.89,10.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Single Arm Triceps Pushdown (Cable),,,1,normal,10.21,10.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Single Arm Triceps Pushdown (Cable),,,2,normal,10.21,8.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Triceps Extension (Cable),,,0,normal,19.28,14.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Triceps Extension (Cable),,,1,normal,19.28,12.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Rear Delt Reverse Fly (Machine),,,0,normal,38.56,13.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Rear Delt Reverse Fly (Machine),,,1,normal,38.56,10.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Rear Delt Reverse Fly (Machine),,,2,normal,38.56,8.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Preacher Curl (Barbell),,,0,normal,27.22,14.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Preacher Curl (Barbell),,,1,normal,27.22,6.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Preacher Curl (Barbell),,,2,normal,22.68,9.0,,,,2025-11-27
Morning workout ☀️,"Nov 27, 2025, 7:52 AM","Nov 27, 2025, 11:14 AM",,Crunch (Machine),,,0,normal,27.22,11.0,,,,2025-11-27
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Pull Up (Assisted),,,0,normal,92.98643585,8.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Pull Up (Assisted),,,1,normal,74.84643585,7.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Pull Up (Assisted),,,2,normal,74.84643585,7.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Chest Fly (Machine),,,0,normal,72.57,12.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Chest Fly (Machine),,,1,normal,72.57,7.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Pullover (Dumbbell),,,0,normal,15.88,11.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Pullover (Dumbbell),,,1,normal,15.88,7.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Incline Bench Press (Dumbbell),,,0,normal,27.22,11.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Incline Bench Press (Dumbbell),,,1,normal,27.22,7.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Lying Neck Curls (Weighted),,,0,normal,17.01,21.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Lying Neck Curls (Weighted),,,1,normal,17.01,16.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Lying Neck Extension (Weighted),,,0,normal,14.74,20.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,Lying Neck Extension (Weighted),,,1,normal,14.74,15.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,T Bar Row,,,0,normal,40.82,13.0,,,,2025-11-22
Late night workout 🌙,"Nov 22, 2025, 8:21 PM","Nov 22, 2025, 10:15 PM",Less cause I played 6 games of vball before this,T Bar Row,,,1,normal,40.82,10.0,,,,2025-11-22
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Overhead Press (Barbell),,,0,normal,24.95,11.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Overhead Press (Barbell),,,1,normal,24.95,10.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Overhead Press (Barbell),,,2,normal,24.95,9.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Hammer Curl (Dumbbell),,,0,normal,20.41,12.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Hammer Curl (Dumbbell),,,1,normal,20.41,8.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Hammer Curl (Dumbbell),,,2,normal,20.41,6.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Single Arm Triceps Pushdown (Cable),,,0,normal,11.34,10.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Single Arm Triceps Pushdown (Cable),,,1,normal,11.34,9.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Lying Neck Extension (Weighted),,,0,normal,14.74,20.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Lying Neck Extension (Weighted),,,1,normal,14.74,15.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Lying Neck Curls (Weighted),,,0,normal,17.01,21.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Lying Neck Curls (Weighted),,,1,normal,17.01,16.0,,,,2025-11-19
Morning workout ☀️,"Nov 19, 2025, 8:49 PM","Nov 19, 2025, 9:35 PM",,Preacher Curl (Barbell),,,0,normal,31.75,5.0,,,,2025-11-19
